"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","oz26","oz27","oz28","oz29","oz30","oz31","oz32","oz33","oz34","oz35","oz36","oz37","oz38","oz39","oz40","oz41","oz42","oz43","oz44","oz45","oz46","oz47","oz48","oz49","oz50","oz51","oz52","oz53","oz54","oz55","oz56","oz57","oz58","oz59","oz60","oz61","oz62","oz63","oz64","oz65","oz66","oz67","oz68","oz69","oz70","oz71","oz72","oz73","oz74","oz75","oz76","oz77","oz78","oz79","oz80","oz81","oz82","oz83","oz84","oz85","oz86","oz87","oz88","oz89","oz90","oz91","oz92","oz93","oz94","oz95","oz96","oz97","oz98","oz99","oz100","oz101"
1.0832533e+000,6.6661661e-001,9.4336528e-002,-3.4788680e-001,-1.1372864e-001,1.5619721e-001,8.4217479e-002,-2.4559523e-001,-3.0385771e-001,4.7108817e-002,-1.4044652e+000,-4.6492451e-001,1.2034324e+000,5.7444061e-001,1.4440288e+000,-1.5800945e+000,1.5102390e+000,1.3204936e+000,-1.0559811e+000,-4.0147200e-001,-1.8486418e+000,1.3259403e+000,-1.1826386e+000,7.8532229e-001,3.1016743e-001,-2.7530437e-001,-3.7144551e-001,-1.3232012e+000,-8.1981548e-001,-1.4012225e+000,7.1806798e-001,-1.3129843e+000,-8.6338793e-001,1.2695038e+000,5.1992910e-001,7.9851052e-001,-4.0806158e-001,1.6219353e+000,8.8816723e-001,-5.7981678e-001,-8.5678982e-001,-1.5447817e+000,-1.1352065e+000,5.3396639e-001,-3.5793072e-001,2.1560162e-002,-4.8956337e-001,-4.7628824e-001,-6.1547205e-001,-3.1425097e-001,1.4083987e+000,-5.8918529e-001,-7.6478382e-001,-1.1808589e+000,-1.2923884e-001,1.2559889e+000,-2.8920750e-002,2.7891102e-001,-3.9656721e-001,-8.3611908e-001,-1.2025686e-002,-1.3157193e+000,1.2188547e+000,-1.0882456e+000,-2.7263723e-001,-7.7075250e-001,1.6345859e+000,1.6689952e+000,4.7776637e-001,4.5933152e-001,9.3575472e-001,1.2727202e+000,-8.7621802e-001,1.6969493e-001,-2.4062711e-001,-6.3285347e-001,-1.3378022e-002,3.6256910e-001,7.5296332e-001,-1.2294445e+000,-1.1511229e+000,1.2968930e+000,1.4550343e+000,1.4314292e+000,-1.2638450e+000,4.3894074e-001,-8.3700103e-001,-2.8696826e-001,-4.8757615e-001,-1.9448570e-001,8.8265076e-001,4.5671403e-001,1.9666192e-001,7.3357899e-001,-3.9385177e-002,1.6874256e+000,-1.1765132e+000,1.1100686e+000,1.6726390e-001,1.2298899e+000,-1.9822204e+000
-9.2818704e-001,-8.6269052e-001,-1.8092796e-002,2.8405899e-001,-5.9253076e-001,6.7390021e-001,7.5104122e-001,9.6185401e-001,5.4424621e-001,-6.1662864e-001,8.3637375e-002,1.4775716e+000,1.0358532e+000,1.4556994e+000,1.6721158e+000,-1.0383751e+000,-1.4605855e+000,-1.0213900e+000,-5.7660200e-002,1.3107731e+000,8.3026159e-001,-9.5836989e-001,-3.9168563e-001,-3.1402172e-001,5.5584946e-001,-3.9335435e-001,-1.4716171e+000,-2.0745778e-001,8.1664285e-001,-1.2823432e+000,-1.4801468e+000,-1.6879415e-001,3.4845462e-001,1.4389336e+000,5.8136119e-001,7.2060257e-001,1.6521677e+000,-2.4168389e-001,-1.3354078e+000,7.3299367e-001,-1.5223188e+000,4.6206474e-002,1.3138330e+000,-1.1059828e+000,1.1710750e+000,1.2637332e+000,1.2634466e+000,1.5769741e+000,-1.6764883e+000,-1.1779575e+000,1.2511109e+000,2.1955873e-001,1.6000326e+000,-1.8419918e-002,1.5938657e+000,-2.5287452e-001,1.4221471e+000,-6.8209226e-001,9.8017865e-001,-8.6416234e-001,8.5283901e-001,-1.6235649e+000,1.4611040e+000,-1.4718798e+000,1.6623674e+000,2.6971066e-002,-1.4575204e+000,-3.3128616e-001,1.1951853e+000,6.6951919e-002,9.2014424e-002,-7.5534370e-001,-4.4133112e-001,-1.4898561e+000,-2.1594422e-001,-8.3153281e-001,-1.4450261e+000,-5.6528211e-002,1.5326388e-002,-1.6923790e-001,-1.2323148e+000,-1.4876048e+000,1.4353601e+000,9.9753027e-001,-8.1902515e-002,-4.5349419e-001,1.5028768e+000,-1.0127492e+000,7.5940665e-001,1.7588231e+000,5.1598354e-001,1.0208363e+000,3.9379656e-001,-1.6259912e+000,4.4207740e-001,6.5261381e-001,2.7452857e-001,-1.2880395e+000,7.3251432e-001,1.3717901e+000,3.0299552e-001
8.7437857e-001,8.2507672e-001,8.5495573e-001,1.8219920e-001,1.0646667e+000,5.6432549e-001,1.2676822e+000,-6.2891336e-001,1.2659013e+000,8.3672710e-002,-5.3471252e-002,5.6975743e-002,1.2017102e+000,1.3017068e+000,1.0009727e+000,4.7174263e-001,-1.5082610e+000,-2.8021192e-001,-1.6167917e+000,-9.8465712e-001,1.4068236e+000,1.0270474e+000,1.7670812e-001,2.3701137e-001,-5.1723067e-002,-1.5186248e+000,3.4961656e-001,1.1429179e+000,-3.5227374e-001,-8.2236339e-001,1.0276287e+000,1.5744576e+000,5.0812415e-001,9.5793526e-001,1.6942515e+000,-3.3012341e-001,-3.8164506e-001,1.1036844e+000,-1.6852028e-001,3.1831419e-001,1.0754545e+000,-2.9329872e-001,7.6690981e-001,-5.2824498e-001,-8.0241655e-001,4.2537644e-001,-1.4728135e+000,2.4148133e-001,-1.1814239e+000,3.5571255e-001,1.0065552e+000,2.2863147e-001,1.2794845e+000,-1.1438762e-001,-1.7346333e+000,4.4376310e-001,4.1729016e-001,1.2103895e+000,-1.2766778e+000,1.6782451e+000,7.7775151e-001,-1.2229295e+000,9.2085189e-001,-2.5042662e-001,1.2217266e+000,1.7465582e+000,3.9851838e-001,1.3488801e+000,1.4451932e+000,-1.5983259e+000,-2.1387191e-001,1.0079968e-001,-1.4891599e+000,-1.3247392e+000,8.3836062e-001,5.7604265e-001,-3.9555553e-001,4.9144796e-002,1.2332842e+000,-2.9246113e-001,-1.5069206e+000,-9.7480328e-001,4.3449256e-001,-8.5083072e-001,-1.5317788e+000,-1.4245952e+000,2.9657285e-002,4.5544884e-001,6.1503093e-001,-2.6391456e-001,-2.3799574e-001,-7.9783398e-001,1.6087340e+000,1.2540022e+000,-1.6598416e+000,-1.3611473e+000,-1.0096292e+000,-6.5540808e-002,1.0784060e+000,1.6436654e+000,-1.4966794e+000
1.0832377e+000,6.8059175e-001,2.7695984e-001,-2.0544470e-001,7.4160806e-001,8.9681364e-001,1.8055746e+000,-1.3541010e+000,-9.4441236e-001,7.2114724e-001,1.3543763e+000,-1.5497192e+000,1.4913589e+000,1.0854762e+000,2.4976022e-001,1.2214365e+000,-1.4034710e+000,-1.1328584e+000,6.8937093e-001,-4.8984068e-001,-4.0428325e-001,7.8153953e-001,1.1552309e+000,-1.2303528e+000,-1.6078799e+000,5.2648287e-001,3.2879456e-001,-1.0563937e-002,-9.1112964e-001,-4.9554809e-001,7.1283413e-001,1.4637216e+000,-1.1288602e+000,-1.4922202e-001,1.0000876e+000,-8.4715633e-002,-1.6478945e+000,1.1853224e-001,-3.2275369e-001,2.7644643e-001,7.7394276e-002,-1.1281947e+000,-4.0039360e-001,4.3724789e-003,-1.7869927e+000,-6.8465976e-001,-1.5250860e+000,-2.2921624e-001,-3.7137338e-001,-4.5998803e-001,3.4593219e-001,5.0246742e-001,9.4742237e-001,-1.0685174e+000,-1.1440671e+000,-4.1661308e-001,-5.6853535e-001,1.4384193e+000,-1.1091700e+000,5.7266923e-001,8.0968132e-001,1.3954782e+000,7.6666992e-001,-2.5968117e-001,-9.7909867e-002,8.0792526e-001,9.0577874e-001,1.1228287e+000,-2.4618413e-001,9.7481846e-001,6.3832029e-002,-1.2324977e+000,-1.4372116e+000,-1.5559513e+000,-3.6660196e-001,-1.6553612e+000,7.3392894e-001,-8.8014100e-001,1.1904994e+000,-1.3122224e-001,1.1480320e+000,-4.6538343e-001,-1.0086249e+000,-1.4635907e+000,-1.1185666e+000,-1.1467953e+000,-5.7471980e-001,-1.2874030e+000,8.6589871e-001,-6.6339261e-001,-4.3500212e-001,-6.6548765e-001,-8.5386757e-001,-1.2583535e+000,1.1622972e+000,1.2974861e+000,-2.5831282e-001,-4.1205774e-001,1.4638321e+000,2.5741141e-001,-1.7836834e+000
-1.4590974e+000,-5.9895613e-001,-6.4260130e-001,-3.5849663e-001,-4.8218815e-001,4.2963474e-001,1.2638032e-001,1.6729850e-001,1.6390758e+000,1.4412225e+000,8.8260591e-001,-1.2104571e+000,2.1913411e-001,6.5727597e-001,-9.7943559e-001,-1.3614398e+000,1.1596685e+000,-1.0745964e+000,-3.0688112e-001,1.4451766e+000,-7.1468193e-001,-1.0511924e+000,-4.9566196e-001,4.1358768e-001,-8.0167275e-001,-1.0845643e+000,1.4507420e+000,-1.1874566e+000,-6.1329291e-001,1.1662672e+000,7.2796441e-001,2.9754976e-001,-1.0455798e+000,9.5513108e-001,1.6853489e+000,-1.1062266e+000,-9.0173808e-002,-8.8336257e-001,-1.6993068e+000,1.0412257e+000,-8.0048891e-001,-1.1039821e+000,-6.7208005e-001,2.5513688e-001,1.5326768e+000,1.2575733e+000,-1.5332873e+000,1.6100929e+000,-6.1970441e-001,1.6579603e+000,-4.5199932e-001,5.5174115e-001,-1.5922573e+000,-4.5412992e-001,2.7213250e-001,-3.3518475e-001,1.3575967e+000,1.1262891e+000,1.5322758e+000,1.4530035e+000,-2.7573611e-001,-1.7922856e+000,1.9435854e-001,8.9218004e-001,-3.2936150e-001,-1.0920060e+000,3.9530676e-001,-9.8368201e-001,-1.4340530e+000,3.4709770e-001,1.0308469e+000,-2.5797060e-001,1.6697753e+000,-7.5990212e-001,-1.1517628e+000,-2.5388474e-001,7.8858279e-001,-1.3061095e+000,-1.6970508e-001,6.9235572e-001,-1.2092427e+000,-9.3575457e-002,-1.0186888e+000,3.7861424e-001,-1.0365383e+000,2.9472079e-001,7.7135498e-001,-4.9297101e-002,4.2510412e-001,-6.4925067e-002,8.0016800e-001,9.6541833e-001,-1.2248181e+000,1.0747830e+000,-1.3941778e-001,-4.3127983e-001,2.6631561e-001,-1.5423850e+000,-5.4974494e-001,-1.6665189e+000,3.9399135e-001
1.4367220e+000,1.3605396e+000,1.9370915e+000,1.3795981e+000,2.4620807e+000,3.2912182e-001,6.9564238e-001,-6.0985128e-001,7.5057997e-002,6.1466875e-001,-6.7941945e-002,-1.3410364e-001,-1.3660303e+000,5.4046402e-001,1.0892133e+000,1.3682614e+000,4.0895918e-001,8.4623956e-001,-2.8645214e-001,-2.5204881e-001,-1.1153751e+000,-8.8172892e-002,6.7673180e-001,-1.4041780e+000,-1.4796987e+000,-1.0812005e+000,4.5576205e-001,-1.2279273e+000,-2.6640779e-001,-1.1232070e+000,-1.6522700e+000,8.1612158e-001,-2.8824190e-001,1.1927587e+000,-8.6280374e-001,4.3882437e-001,-1.0160067e+000,9.6069017e-001,1.0436305e+000,-6.9017921e-001,1.3272906e+000,-6.6471733e-001,8.7406477e-001,1.3221911e+000,-2.3256036e-001,-9.5684738e-001,2.3534468e-001,-1.4508365e+000,1.2425833e+000,2.8513729e-001,1.5053841e+000,-7.9930684e-001,1.0143549e+000,-1.3134700e+000,-1.6221481e+000,4.5534985e-001,-1.0000391e+000,1.3827020e+000,3.5496821e-001,7.2272019e-001,1.3627522e+000,9.9005727e-002,1.1534596e+000,-3.3408133e-002,-9.7363149e-001,4.5584402e-001,1.7090230e-001,1.1490914e+000,3.3633990e-001,-5.1327451e-002,4.1038872e-001,-8.8973135e-001,-9.6478151e-001,4.4395397e-001,-8.7706394e-001,9.0221541e-001,1.0274081e+000,2.5393277e-001,-7.0230082e-001,-1.0156272e+000,7.4486765e-001,1.0805119e+000,-1.6841374e+000,-1.2809372e+000,9.7419810e-001,2.7668442e-002,-1.6550426e+000,-1.1058409e+000,-1.3879888e+000,1.5057885e+000,8.5032199e-002,7.7428523e-001,1.0651131e+000,9.5476402e-001,-7.8518208e-001,1.9460046e-001,-1.1789206e+000,1.5852535e+000,1.4372969e+000,6.5951116e-001,1.6469640e+000
-8.4197586e-001,-1.5143985e+000,-1.0071510e+000,-8.4317980e-001,-1.0716527e+000,5.0897895e-001,1.2216044e+000,8.4714109e-001,-3.6786760e-001,-9.4188804e-001,1.8788219e-001,-7.7890192e-001,-2.1157279e-001,1.3659778e+000,8.8010108e-001,-3.0047515e-001,-1.4267719e+000,1.3595717e+000,7.2759277e-001,1.5017966e+000,5.1484480e-001,-5.0623111e-001,-2.5376311e-001,-3.4588344e-001,1.0000179e+000,5.7480227e-001,-1.5909631e+000,4.3238836e-001,-9.1588108e-001,-9.9641432e-001,-1.1833150e+000,-6.1299400e-001,1.0383573e+000,4.9355010e-001,-4.5863445e-001,-1.4805750e+000,1.2532299e+000,1.3515231e+000,-6.2868765e-001,-7.2004053e-001,-7.0178942e-001,1.0119029e+000,1.0159804e+000,-1.9032604e+000,1.2172858e+000,-5.6832421e-001,1.3009261e+000,1.1158264e+000,-5.9675655e-001,1.0984266e-001,-1.5471496e+000,-1.0012890e+000,-6.5318491e-002,-1.3895287e+000,-6.6855400e-001,-1.6118397e-002,-1.0189595e+000,3.7323897e-001,-1.6931804e+000,-1.5808990e-001,1.2319740e+000,1.3685541e+000,-1.0045021e+000,-1.3457836e+000,-5.7477514e-001,-5.2151304e-001,-1.3339958e+000,-5.1987737e-001,-8.9566699e-001,-5.8562232e-001,2.2625810e-001,1.7981789e-001,1.3442857e+000,-1.7179942e-001,9.5127770e-001,-3.0074953e-001,5.9151183e-001,-9.8462704e-001,-1.0389684e+000,5.5234086e-001,-9.1488884e-001,-4.4013622e-001,6.6792536e-001,-1.1437449e+000,1.7680502e-002,-1.0465804e+000,-1.4134649e+000,-1.7490168e+000,1.0600220e+000,-2.2787756e-001,1.5303690e+000,1.4542879e+000,1.4002818e-002,1.5566755e-001,5.0383666e-002,-1.5874601e+000,6.4441334e-001,-8.9916513e-001,1.7147239e+000,-1.6229278e+000,-4.4652118e-001
1.2359627e+000,9.1077096e-001,1.6612673e+000,1.1926471e+000,2.3292654e+000,-1.2406460e+000,-1.6549363e+000,9.3575955e-001,-1.0327574e+000,2.3324801e-001,8.9611701e-001,-7.5723597e-001,-2.7531073e-001,1.1038356e-001,-1.4000098e+000,2.1287000e-001,2.8036355e-001,1.6677776e+000,1.7535127e+000,6.5732745e-001,1.4485965e+000,2.4644368e-001,1.0073177e+000,3.1939041e-001,-1.4817692e+000,7.0957594e-001,1.3351301e+000,-8.3522846e-001,-1.1753399e+000,1.3866102e+000,1.6076589e+000,-1.1206848e+000,8.5403952e-001,1.4379427e-001,-7.3536172e-001,5.8117296e-001,1.7794587e+000,-1.2274763e+000,-8.7285958e-001,-1.7266975e+000,4.6374543e-001,-2.5269213e-001,-9.1688181e-003,-9.1550511e-001,8.7041290e-002,5.9513722e-001,7.7131298e-001,9.6057364e-001,-1.1051953e+000,1.3380740e+000,-6.6226465e-001,-5.4406026e-001,5.5685930e-001,-2.6256883e-001,-8.8782064e-001,-8.7165727e-001,-9.3749771e-001,1.2213159e-001,1.5769415e+000,3.2097215e-001,1.3026353e+000,-6.7446526e-001,-9.4961675e-001,-1.3332702e+000,-1.3851497e+000,-7.6714533e-001,1.5099436e+000,8.3098937e-001,6.4253044e-001,1.2876482e+000,1.1445429e+000,-1.2254692e+000,-1.1803538e+000,1.7263523e+000,3.5212815e-002,-7.9437606e-001,-1.0481300e+000,4.6732308e-001,-1.3999893e+000,-1.0222488e+000,5.1415427e-001,1.5681455e+000,3.5943107e-002,8.7571749e-002,-9.8568101e-001,1.3816831e+000,7.1487407e-001,9.2416034e-001,-1.2941596e+000,7.9202009e-001,-5.8264789e-001,-1.4732304e-001,-1.1007285e+000,7.4044266e-001,-1.2944651e+000,1.3907318e+000,9.4863161e-001,-7.0698067e-001,-1.5967468e+000,1.0307857e+000,-4.5734968e-001
1.3964733e+000,1.0409264e+000,-9.9394963e-001,-1.2187393e+000,-8.8841004e-001,-1.1756141e+000,-1.2020237e-002,-1.4043890e+000,-9.0132979e-001,-1.3199606e+000,-5.1322931e-001,-1.6456956e+000,-1.1986440e+000,1.2448078e+000,5.4317009e-001,1.6307498e+000,-1.6915348e+000,1.9851120e-001,-8.6427845e-001,-8.7353580e-001,-1.0332575e+000,9.5490450e-001,-1.5750559e+000,7.9936941e-002,-5.9104054e-001,1.2122161e+000,-2.6538716e-001,-1.1210297e+000,4.1961977e-001,5.5625345e-001,-1.1641485e+000,8.2851848e-001,-1.4894194e+000,-1.0155653e+000,1.3768941e+000,-1.2301022e+000,3.7886048e-001,1.2115273e+000,4.2130556e-001,3.4367338e-002,8.9969440e-001,-2.6733839e-001,9.9244126e-001,-7.5409260e-001,-8.8607187e-001,-6.4684537e-001,-1.2561998e-001,-1.0590470e+000,8.9843092e-002,-1.1502841e+000,-1.4661620e+000,-5.1492777e-001,-1.5528140e+000,1.0133175e+000,1.6527970e+000,-1.3092857e+000,1.0779699e+000,-2.0000879e-001,1.6664887e+000,1.1365270e+000,-1.2278533e-001,9.7906771e-001,1.5884080e+000,1.0649081e-001,6.7748597e-001,1.0060311e-001,-8.9108161e-001,4.3252342e-001,1.5483604e+000,-8.8680304e-002,1.4936751e+000,-2.5737510e-001,7.8255401e-001,-3.6372403e-001,1.4268341e+000,-6.0256979e-001,-5.4053912e-001,1.5590716e+000,-1.4811620e+000,-8.4077436e-001,-5.9811785e-001,5.4359213e-002,1.7255280e+000,4.3560287e-001,-1.9829477e-001,1.4525333e+000,8.8864163e-001,-4.3955826e-001,-1.2631052e+000,5.4370139e-001,-1.4712914e-001,-7.2916652e-001,1.3476378e+000,8.0313433e-001,-5.9473727e-001,1.3023863e+000,1.1459828e+000,1.3642095e-001,3.8914393e-002,-1.6130100e+000,-1.2054229e+000
1.2947447e+000,9.7878134e-001,-1.0015439e+000,-1.5666326e+000,-8.1164190e-001,-1.3175416e+000,-1.4070729e+000,-1.0487212e+000,6.2447600e-001,1.5519014e-001,-1.4547253e+000,-1.5192125e+000,-1.4513691e+000,-5.9545588e-001,-1.2592687e+000,7.6825226e-001,2.3101632e-001,1.0520279e+000,1.1990908e+000,5.9905964e-001,1.3307206e+000,-1.1122252e+000,1.1802730e+000,-1.6427642e+000,9.2466353e-001,1.1223271e+000,1.7309487e-001,-1.6850432e+000,1.0333879e+000,-4.2826893e-001,1.4157527e+000,1.4628562e+000,-8.8065936e-001,-1.0724306e+000,-1.5215395e+000,-1.0508020e+000,-1.2860946e+000,-1.3615887e+000,3.8806495e-001,-1.7064413e+000,4.8798301e-001,1.3785294e+000,3.7171752e-001,7.6842115e-001,1.6416575e+000,-1.0961673e+000,-1.4018244e+000,9.5254657e-001,1.0428188e+000,-1.1979478e+000,-4.8901585e-002,-2.5124183e-001,7.3097714e-001,-1.6217240e+000,-1.4589585e+000,-1.5928323e+000,1.5460831e+000,8.3604943e-001,1.2534007e+000,4.0433353e-001,6.3862115e-001,5.2760243e-001,-1.3160522e-001,1.0155932e+000,-1.0202491e+000,-1.3228721e+000,-1.3151899e-001,-1.4948018e+000,4.2547237e-001,1.1777426e+000,-1.0584248e+000,-9.8751672e-002,4.3080583e-002,-1.2092559e+000,-2.3781027e-001,1.6493739e+000,-2.8157151e-001,6.3510539e-001,-1.6014050e+000,-5.3672940e-001,5.8233603e-001,1.5591344e+000,3.7894083e-001,4.5416410e-001,5.0835549e-001,1.5552891e+000,-1.5301223e+000,1.6768804e-001,1.3480061e-001,5.9836436e-001,1.1184722e+000,1.2667997e+000,-5.4590862e-001,-1.5944882e+000,-9.8083558e-001,-9.7462331e-002,-1.3128548e+000,7.9268518e-001,9.2988341e-001,4.1348152e-001,-1.8674244e+000
2.8310521e-001,1.0100636e+000,-4.7796813e-002,-1.0900021e+000,-7.7949948e-002,-2.1304265e-001,-8.0155625e-001,1.6759730e+000,-1.0027928e+000,-9.8560622e-001,1.3982407e-001,2.1343774e-001,-1.9671785e-001,1.2206274e+000,-1.0151543e+000,-4.5055027e-001,1.1035256e+000,-1.3258870e+000,1.1309778e+000,-2.0338783e-001,5.6639442e-001,5.3325938e-001,4.6406259e-001,1.5778511e+000,1.6354070e+000,1.7349452e+000,3.2276187e-001,2.9989271e-001,6.1992644e-002,-1.5976836e+000,-1.1758510e+000,1.4893047e+000,-5.4710131e-001,-1.2956353e+000,-3.0096751e-001,1.5424955e+000,-1.6155281e+000,-2.2772153e-001,1.5271558e+000,3.4884982e-001,-4.0183032e-001,-1.1975013e+000,2.1391082e-001,9.6722032e-001,1.6367878e+000,-2.1547674e-001,-1.1528567e+000,1.2659723e+000,1.4089528e+000,1.0285657e+000,4.6790998e-001,8.4111459e-001,-4.7647798e-001,5.0401826e-001,2.8873331e-001,1.5515813e+000,1.0755097e+000,-7.0233897e-001,1.6258230e+000,-9.7771113e-001,-1.1137209e+000,8.0600451e-001,-1.8062389e-001,1.0412580e+000,4.7439752e-001,-1.2715881e+000,-1.7399731e+000,2.6466848e-001,-1.3406136e-001,1.1580952e-001,7.3117662e-001,-3.4618447e-001,1.8830179e+000,-1.3107884e+000,-3.0305018e-001,9.3707140e-001,5.0774946e-001,5.3613063e-001,-1.4280240e-002,1.4726270e+000,8.8747436e-002,1.0995292e+000,-6.0622465e-001,-1.1260415e+000,-6.1730238e-001,-8.3070906e-002,-1.0605391e+000,1.2326244e+000,-1.7289453e+000,1.4432765e+000,7.2657989e-001,-3.4412226e-001,-7.0037737e-001,-1.7691771e+000,-1.1405332e+000,-9.5346739e-001,1.4394955e+000,1.4616626e+000,-1.0669293e+000,-6.0239928e-001,-1.9747282e+000
4.9983957e-001,-1.9164288e-001,5.7249754e-001,3.5719786e-001,5.2770039e-001,6.1726024e-001,1.0055084e+000,1.2293700e+000,4.1678242e-001,-1.3186895e+000,-1.0012898e+000,1.6415360e+000,3.2228991e-001,-2.0812205e-002,-1.0433726e+000,1.0548022e+000,-3.9876139e-003,8.1844673e-001,9.8704172e-001,-2.0978524e-001,1.4442925e-001,-5.7234111e-001,-1.4298321e+000,-1.2234938e+000,-2.6289787e-001,-1.3868744e-001,-8.0235993e-001,1.1759516e+000,-1.7564781e+000,1.2982880e+000,-7.6046696e-001,-1.4671587e+000,-2.6384797e-001,1.1168504e+000,-1.3454971e-001,6.2601799e-001,1.5575728e-001,-1.4738987e+000,4.9689690e-001,-1.6508573e+000,1.5200049e-001,2.1709517e-001,-1.0538525e+000,-1.0217074e-001,-4.9047443e-001,9.2443792e-001,4.5201256e-001,1.2443303e+000,2.2505580e-001,3.1566336e-001,5.1806169e-001,-5.9722000e-003,8.0025659e-001,2.2703168e-001,-1.5939308e+000,1.8487775e-001,-1.2182688e+000,1.1838350e-001,1.2715718e-001,-1.6462640e+000,-1.4803401e+000,1.5418222e+000,7.8257556e-001,9.4994253e-001,8.7351660e-001,-1.3821998e+000,-1.3922018e+000,2.3015454e-001,1.1127336e+000,-1.4955442e+000,-4.7726264e-001,3.5208665e-001,-1.6163288e+000,-9.3946521e-001,-1.2947236e+000,1.6971220e-001,4.2844437e-002,-9.0766633e-001,-1.5643231e+000,-1.4787123e-001,-1.6125939e+000,-1.6721940e+000,6.8915555e-001,1.2166448e+000,-1.0447633e+000,7.6047477e-001,-1.6922781e+000,-8.9797133e-001,-6.5945833e-001,-1.6060372e+000,1.2691418e-001,6.5524772e-001,-1.0427581e+000,9.6929260e-002,-2.4587575e-001,3.4118846e-001,1.6248893e+000,-1.0745356e+000,1.5834499e+000,6.8703072e-001,6.2807242e-001
6.2093941e-001,9.4696434e-001,3.2938250e-001,-1.6909713e+000,3.7721139e-001,-2.2098730e-001,8.2130805e-001,-3.8054404e-001,-1.6867000e-001,-8.1082801e-002,-2.0682441e-001,-1.6983790e-001,-7.5849394e-002,-1.5558501e-001,2.6900599e-001,2.6018114e-001,1.4359774e+000,1.0767910e+000,-8.5722386e-001,1.2096398e+000,-9.6528813e-001,-6.5393408e-001,1.7113408e+000,-1.1836247e-002,9.7164174e-001,5.6894348e-001,6.1268697e-001,-4.3198266e-001,-1.5993395e+000,1.3291240e+000,4.3624874e-001,-3.6452333e-001,-8.1182499e-001,7.2668639e-001,7.5855462e-001,-1.0187820e+000,1.3743369e+000,-1.2590107e+000,7.9104923e-001,-1.5829886e+000,-8.4449536e-001,3.1234913e-001,7.8166201e-001,5.2850761e-001,-2.5033814e-001,-2.1417972e-002,1.0887165e+000,-1.4494207e+000,8.2881135e-001,-5.7573452e-001,-1.5724725e+000,1.0587120e+000,4.4164143e-001,3.2534544e-001,-8.5387186e-002,6.9450498e-001,-1.1436064e+000,-5.3023911e-001,-6.1424536e-001,-4.2181150e-001,-5.9096896e-001,1.5490186e+000,3.3664027e-001,-3.8200927e-001,1.5963956e+000,5.1895945e-001,2.1341658e-001,-1.4065819e+000,-8.7497157e-001,-1.6276083e-001,-1.7126141e+000,1.9121552e-001,-1.2617017e+000,-9.1013706e-001,-5.7460742e-001,-1.5130541e-001,-6.6915229e-001,-1.3041808e+000,1.2904566e+000,9.7641752e-001,-4.8592041e-002,8.5200336e-001,1.4863589e+000,5.2068176e-001,-4.2248626e-001,1.6821180e+000,8.2533136e-001,6.7091085e-001,-7.5363210e-002,-8.2068169e-002,-1.0144605e+000,-4.6434221e-001,-6.0894031e-001,1.0640299e+000,-4.1018152e-001,-1.0197362e+000,-9.2031620e-001,-8.5161860e-001,-1.0497485e+000,3.2624350e-001,-2.5473161e+000
-8.0143171e-001,-2.5698074e-001,-9.9302054e-001,-9.0778723e-001,-9.0829039e-001,-5.9994835e-001,-8.4308617e-001,6.0676810e-002,1.2852319e+000,4.0322271e-001,-1.0325257e-001,-1.4117669e+000,1.5446051e+000,1.2721849e+000,-2.7465056e-001,-7.1344605e-001,7.1235790e-001,2.8803350e-001,1.1670132e+000,6.8675825e-001,1.4107284e+000,7.9777185e-001,-8.0641908e-001,1.2970390e+000,-4.9990752e-001,-7.1251305e-001,9.2729913e-001,1.0129096e+000,-1.0398575e+000,-2.2257906e-001,1.2879853e+000,-1.5482285e+000,1.3864059e+000,-4.1155974e-001,-1.6699568e+000,-1.6321960e+000,8.6193181e-002,1.7595191e-001,9.9822892e-001,-1.2410147e+000,5.8014224e-001,1.0100591e+000,-1.2654276e+000,1.1244043e+000,1.4574866e+000,1.4789625e+000,-9.4898940e-001,-8.5927936e-001,-6.1141058e-001,1.7182271e+000,-1.3379850e+000,-6.6190427e-001,-1.0065498e+000,-6.5735479e-001,-1.3358608e+000,6.7854737e-001,2.8779941e-001,9.6072402e-001,6.5665740e-001,-1.1321625e+000,1.3613423e+000,-2.3134441e-001,-6.4782951e-001,3.5646861e-001,-9.5070101e-001,-3.4769637e-001,1.0012344e+000,-9.9297069e-001,-2.8992086e-001,2.6693201e-001,5.1662585e-001,8.7911874e-001,-3.0300314e-001,1.1099401e-001,-4.7811367e-001,-1.3547291e+000,1.3083488e+000,1.1934084e-001,1.7192622e+000,3.5641856e-001,-4.3666950e-001,1.6337916e+000,2.1222543e-002,2.2489549e-001,-2.5263852e-001,1.4642167e+000,-3.8195369e-001,-1.4893879e-001,1.5075066e+000,-9.9618434e-001,5.6390481e-001,-6.8965900e-001,1.8549788e-001,-1.0403735e+000,8.0446883e-001,-4.0635619e-001,7.7981172e-001,5.4932759e-001,-4.5604710e-001,1.3544665e+000,5.8627213e-001
